ID_Adherent,Entreprise,Secteur,Filière_CFCIM,Région,Taille,CA_Estimé_MDH,Score_Engagement,Score_Calculé,score_events,score_email,score_services,score_digital,score_dynamique,Segment,Nb_Participations_12m,Nb_Services_Distincts,Email_Optin,App_MyCFCIM,Date_Calcul
ADH-0451,Casa Finance,BTP & Immobilier,Art de vivre & Santé,Tanger-Tétouan,PME (11-50),7.8,69,48,100,27,27,40,0,Modéré,6,3,Oui,Non,2026-04-21
ADH-0452,Atlas Energy,Automobile,Art de vivre & Santé,Rabat-Salé-Kénitra,Grande Entreprise (250+),1569.5,9,13,0,0,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0453,Vision Partners,BTP & Immobilier,Cleantech,Rabat-Salé-Kénitra,TPE (1-10),1.1,22,9,0,5,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0454,Rif Import,Industrie manufacturière,Tech & Services,Souss-Massa,TPE (1-10),2.4,43,62,100,15,18,100,100,Actif engagé,5,2,Oui,Oui,2026-04-21
ADH-0455,Souss Agri,Éducation & Formation,Tech & Services,Tanger-Tétouan,ETI (51-250),95.3,52,4,0,0,18,0,0,Dormant,0,2,Non,Non,2026-04-21
ADH-0456,Vision Finance,Agroalimentaire,Industrie & Infrastructures,Marrakech-Safi,Grande Entreprise (250+),726.2,49,34,100,0,18,0,0,À risque,6,2,Non,Non,2026-04-21
ADH-0457,Royal Invest,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1353.2,63,38,67,25,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0458,Nova Services,Tourisme & Hôtellerie,Industrie & Infrastructures,Fès-Meknès,PME (11-50),48.1,15,9,0,4,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0459,First Capital,Télécoms,Industrie & Infrastructures,Souss-Massa,PME (11-50),21.1,73,53,100,34,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0460,Royal Finance,IT & Digital,Tech & Services,Casablanca-Settat,PME (11-50),8.4,85,53,100,37,36,40,0,Modéré,6,4,Oui,Non,2026-04-21
ADH-0461,Euro Services,Logistique & Transport,Industrie & Infrastructures,Rabat-Salé-Kénitra,Grande Entreprise (250+),974.5,7,13,0,2,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0462,Pro International,Distribution & Retail,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),12.2,19,10,0,11,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0463,Casa Export,Santé & Pharma,Art de vivre & Santé,Casablanca-Settat,Grande Entreprise (250+),1719.3,47,35,100,0,27,0,0,À risque,4,3,Non,Non,2026-04-21
ADH-0464,Nova International,Textile & Mode,Agrotech,Casablanca-Settat,TPE (1-10),3.1,53,34,100,0,18,0,0,À risque,3,2,Non,Non,2026-04-21
ADH-0465,Méditerranée Partners,Logistique & Transport,Industrie & Infrastructures,Rabat-Salé-Kénitra,PME (11-50),5.3,34,60,100,12,9,100,100,Actif engagé,4,1,Oui,Oui,2026-04-21
ADH-0466,Souss Solutions,Santé & Pharma,Art de vivre & Santé,Rabat-Salé-Kénitra,TPE (1-10),1.2,43,23,33,14,18,40,0,À risque,1,2,Oui,Non,2026-04-21
ADH-0467,Smart Invest,Logistique & Transport,Tech & Services,Marrakech-Safi,TPE (1-10),1.2,82,63,100,34,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0468,Sahara Services,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),86.7,23,40,33,13,9,100,100,Modéré,1,1,Oui,Oui,2026-04-21
ADH-0469,Optima Transport,Finance & Assurance,Tech & Services,Rabat-Salé-Kénitra,ETI (51-250),232,91,66,100,41,55,100,0,Actif engagé,4,6,Oui,Oui,2026-04-21
ADH-0470,Sahara Engineering,Éducation & Formation,Art de vivre & Santé,Tanger-Tétouan,ETI (51-250),248.7,54,5,0,0,27,0,0,Dormant,0,3,Non,Non,2026-04-21
ADH-0471,Atlas Trading,Santé & Pharma,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),3.6,31,11,0,0,9,60,0,Dormant,0,1,Non,Oui,2026-04-21
ADH-0472,Global Engineering,Distribution & Retail,Industrie & Infrastructures,Rabat-Salé-Kénitra,Grande Entreprise (250+),948.1,94,63,100,36,45,100,0,Actif engagé,6,5,Oui,Oui,2026-04-21
ADH-0473,Casa Digital,BTP & Immobilier,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),35.9,58,54,100,25,36,40,50,Modéré,4,4,Oui,Non,2026-04-21
ADH-0474,Smart Logistics,Conseil & Services,Cleantech,Casablanca-Settat,PME (11-50),38.1,17,50,100,8,9,40,100,Modéré,2,1,Oui,Non,2026-04-21
ADH-0475,Casa Trading,Santé & Pharma,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1661.5,66,29,33,29,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0476,Global Solutions,Agroalimentaire,Cleantech,Casablanca-Settat,Grande Entreprise (250+),436.1,68,47,100,23,27,40,0,Modéré,3,3,Oui,Non,2026-04-21
ADH-0477,Maroc Finance,Conseil & Services,Tech & Services,Souss-Massa,PME (11-50),46.2,65,51,100,30,36,40,0,Modéré,7,4,Oui,Non,2026-04-21
ADH-0478,Atlas Logistics,Automobile,Tech & Services,Rabat-Salé-Kénitra,ETI (51-250),189.7,51,66,100,24,27,100,100,Actif engagé,5,3,Oui,Oui,2026-04-21
ADH-0479,Maroc Development,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),36.6,36,41,67,18,27,40,50,Modéré,2,3,Oui,Non,2026-04-21
ADH-0480,Tanger Engineering,Conseil & Services,Tech & Services,Casablanca-Settat,ETI (51-250),237.2,88,53,100,32,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0481,First Trading,IT & Digital,Cleantech,Casablanca-Settat,ETI (51-250),101.7,46,50,100,23,18,40,50,Modéré,4,2,Oui,Non,2026-04-21
ADH-0482,Méditerranée Services,Distribution & Retail,Agrotech,Souss-Massa,TPE (1-10),3.5,50,49,100,0,27,60,50,Modéré,4,3,Non,Oui,2026-04-21
ADH-0483,Smart Partners,Tourisme & Hôtellerie,Tech & Services,Fès-Meknès,Grande Entreprise (250+),1776.9,81,53,100,31,45,40,0,Modéré,5,5,Oui,Non,2026-04-21
ADH-0484,Tanger Development,IT & Digital,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),7.4,19,32,33,11,18,40,100,À risque,1,2,Oui,Non,2026-04-21
ADH-0485,Optima Logistics,Automobile,Art de vivre & Santé,Tanger-Tétouan,TPE (1-10),1.7,12,38,33,6,9,100,100,À risque,1,1,Oui,Oui,2026-04-21
ADH-0486,Smart Construction,IT & Digital,Cleantech,Marrakech-Safi,ETI (51-250),143.1,93,57,100,40,55,40,0,Modéré,6,6,Oui,Non,2026-04-21
ADH-0487,Casa Import,Conseil & Services,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),24.4,32,62,100,14,18,100,100,Actif engagé,3,2,Oui,Oui,2026-04-21
ADH-0488,Vision Digital,Santé & Pharma,Tech & Services,Casablanca-Settat,ETI (51-250),125,61,62,100,28,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0489,Maghreb Trading,Éducation & Formation,Cleantech,Casablanca-Settat,Grande Entreprise (250+),463.7,85,54,100,34,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0490,Euro Partners,Énergie & Environnement,Agrotech,Souss-Massa,ETI (51-250),243.7,61,49,100,22,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0491,Franco Capital,Finance & Assurance,Tech & Services,Marrakech-Safi,Grande Entreprise (250+),1329.2,62,50,100,28,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0492,Méditerranée Import,Tourisme & Hôtellerie,Agrotech,Casablanca-Settat,ETI (51-250),153.5,19,59,100,8,9,100,100,Modéré,3,1,Oui,Oui,2026-04-21
ADH-0493,Pro Logistics,Industrie manufacturière,Art de vivre & Santé,Marrakech-Safi,ETI (51-250),102.6,35,53,67,16,18,100,100,Modéré,2,2,Oui,Oui,2026-04-21
ADH-0494,Maroc Pharma,Télécoms,Agrotech,Fès-Meknès,TPE (1-10),1.6,59,68,100,24,36,100,100,Actif engagé,6,4,Oui,Oui,2026-04-21
ADH-0495,Tech Foods,Automobile,Tech & Services,Casablanca-Settat,PME (11-50),31.6,41,25,67,0,27,0,0,À risque,2,3,Non,Non,2026-04-21
ADH-0496,Méditerranée Construction,Conseil & Services,Agrotech,Rabat-Salé-Kénitra,ETI (51-250),50,45,48,100,15,18,40,50,Modéré,3,2,Oui,Non,2026-04-21
ADH-0497,Souss Digital,Distribution & Retail,Agrotech,Rabat-Salé-Kénitra,TPE (1-10),4.1,34,39,67,17,18,40,50,À risque,2,2,Oui,Non,2026-04-21
ADH-0498,Rif Solutions,Automobile,Agrotech,Casablanca-Settat,TPE (1-10),3.4,52,50,100,16,27,40,50,Modéré,7,3,Oui,Non,2026-04-21
ADH-0499,Smart Trading,Énergie & Environnement,Tech & Services,Tanger-Tétouan,PME (11-50),48.6,48,64,100,20,18,100,100,Actif engagé,7,2,Oui,Oui,2026-04-21
ADH-0500,Prime Import,BTP & Immobilier,Tech & Services,Casablanca-Settat,ETI (51-250),53.7,54,51,100,19,27,40,50,Modéré,5,3,Oui,Non,2026-04-21
